ppm,values
0.74815,0.16862
0.74825,0.18395
0.74835,0.29764
0.74845,0.47863
0.74855,0.69032
0.74865,0.90307
0.74875,1.0993
0.74885,1.2745
0.74894,1.4381
0.74904,1.6113
0.74914,1.8185
0.74924,2.0716
0.74934,2.3587
0.74944,2.6428
0.74954,2.8738
0.74964,3.009
0.74974,3.0298
0.74984,2.9493
0.74994,2.8065
0.75004,2.6526
0.75013,2.5359
0.75023,2.4881
0.75033,2.5185
0.75043,2.6152
0.75053,2.7496
0.75063,2.884
0.75073,2.9802
0.75083,3.005
0.75093,2.9335
0.75103,2.7524
0.75113,2.4646
0.75123,2.0922
0.75133,1.6743
0.75143,1.2568
0.75152,0.88123
0.75162,0.57903
0.75172,0.37167
0.75182,0.27057
0.75192,0.27499
0.75202,0.37268
0.75212,0.54591
0.75222,0.77904
0.75232,1.061
0.75242,1.3826
0.75252,1.7345
0.75262,2.1087
0.75271,2.4975
0.75281,2.8877
0.75291,3.2532
0.75301,3.5551
0.75311,3.7521
0.75321,3.8169
0.75331,3.747
0.75341,3.5623
0.75351,3.2953
0.75361,2.9824
0.75371,2.6588
0.7538,2.3537
0.7539,2.0816
0.754,1.8364
0.7541,1.5946
0.7542,1.3302
0.7543,1.0327
0.7544,0.71667
0.7545,0.41986
0.7546,0.19075
0.7547,0.072386
0.7548,0.086082
0.7549,0.22202
0.755,0.44436
0.75509,0.70883
0.75519,0.97779
0.75529,1.2197
0.75539,1.3973
0.75549,1.4631
0.75559,1.3709
0.75569,1.1007
0.75579,0.67664
0.75589,0.16695
0.75599,-0.33896
0.75609,-0.76162
0.75619,-1.0529
0.75628,-1.1992
0.75638,-1.212
0.75648,-1.1191
0.75658,-0.95823
0.75668,-0.76998
0.75678,-0.59047
0.75688,-0.44717
0.75698,-0.35876
0.75708,-0.33473
0.75718,-0.37503
0.75728,-0.47372
0.75738,-0.62556
0.75748,-0.82878
0.75757,-1.0813
0.75767,-1.3731
0.75777,-1.68
0.75787,-1.9639
0.75797,-2.1827
0.75807,-2.3055
0.75817,-2.3235
0.75827,-2.25
0.75837,-2.1104
0.75847,-1.9306
0.75857,-1.7301
0.75867,-1.5211
0.75877,-1.3096
0.75886,-1.0938
0.75896,-0.86264
0.75906,-0.59953
0.75916,-0.29058
0.75926,0.065019
0.75936,0.45024
0.75946,0.83539
0.75956,1.1906
0.75966,1.4974
0.75976,1.7517
0.75986,1.9585
0.75996,2.1212
0.76005,2.2349
0.76015,2.2891
0.76025,2.2804
0.76035,2.2237
0.76045,2.156
0.76055,2.1257
0.76065,2.176
0.76075,2.3279
0.76085,2.5716
0.76095,2.8702
0.76105,3.1751
0.76114,3.4475
0.76124,3.6719
0.76134,3.8537
0.76144,4.0036
0.76154,4.1221
0.76164,4.1963
0.76174,4.2072
0.76184,4.1404
0.76194,3.9934
0.76204,3.7791
0.76214,3.525
0.76224,3.2713
0.76233,3.0645
0.76243,2.9436
0.76253,2.9239
0.76263,2.986
0.76273,3.0818
0.76283,3.1523
0.76293,3.1489
0.76303,3.0493
0.76313,2.8624
0.76323,2.6208
0.76333,2.3648
0.76343,2.1265
0.76353,1.9246
0.76362,1.7646
0.76372,1.6419
0.76382,1.5434
0.76392,1.4496
0.76402,1.3377
0.76412,1.1846
0.76422,0.9724
0.76432,0.69557
0.76442,0.36442
0.76452,0.0013371
0.76462,-0.3685
0.76472,-0.72377
0.76482,-1.0458
0.76491,-1.3132
0.76501,-1.5031
0.76511,-1.6022
0.76521,-1.6201
0.76531,-1.5903
0.76541,-1.5576
0.76551,-1.5599
0.76561,-1.6171
0.76571,-1.7284
0.76581,-1.8718
0.76591,-2.0079
0.76601,-2.0912
0.7661,-2.0871
0.7662,-1.9863
0.7663,-1.8063
0.7664,-1.5832
0.7665,-1.3598
0.7666,-1.1744
0.7667,-1.0544
0.7668,-1.0145
0.7669,-1.058
0.767,-1.1765
0.7671,-1.3517
0.76719,-1.5598
0.76729,-1.7802
0.76739,-1.9987
0.76749,-2.2047
0.76759,-2.3863
0.76769,-2.5294
0.76779,-2.6213
0.76789,-2.6547
0.76799,-2.6295
0.76809,-2.5507
0.76819,-2.4257
0.76829,-2.2608
0.76839,-2.0564
0.76848,-1.8053
0.76858,-1.4981
0.76868,-1.1338
0.76878,-0.72945
0.76888,-0.3197
0.76898,0.056548
0.76908,0.37663
0.76918,0.64915
0.76928,0.91111
0.76938,1.2071
0.76948,1.5643
0.76958,1.981
0.76967,2.4338
0.76977,2.8959
0.76987,3.3511
0.76997,3.7992
0.77007,4.2489
0.77017,4.7033
0.77027,5.1423
0.77037,5.5161
0.77047,5.7544
0.77057,5.7897
0.77067,5.583
0.77077,5.1413
0.77087,4.5198
0.77096,3.8054
0.77106,3.0952
0.77116,2.476
0.77126,2.0124
0.77136,1.7393
0.77146,1.6598
0.77156,1.7488
0.77166,1.963
0.77176,2.2513
0.77186,2.5612
0.77196,2.8423
0.77206,3.0505
0.77216,3.1574
0.77225,3.1597
0.77235,3.0801
0.77245,2.9575
0.77255,2.8328
0.77265,2.7376
0.77275,2.6864
0.77285,2.6701
0.77295,2.6552
0.77305,2.5923
0.77315,2.4375
0.77325,2.1726
0.77334,1.8137
0.77344,1.4024
0.77354,0.98927
0.77364,0.6182
0.77374,0.31665
0.77384,0.089825
0.77394,-0.078635
0.77404,-0.21839
0.77414,-0.36041
0.77424,-0.52723
0.77434,-0.72813
0.77444,-0.95846
0.77453,-1.2026
0.77463,-1.4396
0.77473,-1.6499
0.77483,-1.8212
0.77493,-1.9504
0.77503,-2.0431
0.77513,-2.1095
0.77523,-2.1595
0.77533,-2.1946
0.77543,-2.2039
0.77553,-2.1657
0.77563,-2.0573
0.77572,-1.8677
0.77582,-1.6053
0.77592,-1.295
0.77602,-0.97009
0.77612,-0.66422
0.77622,-0.40849
0.77632,-0.22801
0.77642,-0.13612
0.77652,-0.13013
0.77662,-0.19431
0.77672,-0.30886
0.77682,-0.45913
0.77692,-0.6407
0.77702,-0.85745
0.77711,-1.1125
0.77721,-1.3969
0.77731,-1.6848
0.77741,-1.9406
0.77751,-2.1325
0.77761,-2.2437
0.77771,-2.2756
0.77781,-2.2455
0.77791,-2.1799
0.77801,-2.1067
0.77811,-2.0501
0.77821,-2.0282
0.7783,-2.0513
0.7784,-2.12
0.7785,-2.2223
0.7786,-2.3358
0.7787,-2.4342
0.7788,-2.4977
0.7789,-2.5218
0.779,-2.5177
0.7791,-2.5051
0.7792,-2.5017
0.7793,-2.5135
0.77939,-2.5313
0.77949,-2.5351
0.77959,-2.506
0.77969,-2.4378
0.77979,-2.3398
0.77989,-2.2251
0.77999,-2.0981
0.78009,-1.9512
0.78019,-1.7756
0.78029,-1.5734
0.78039,-1.3585
0.78049,-1.148
0.78059,-0.95396
0.78068,-0.78177
0.78078,-0.63359
0.78088,-0.51412
0.78098,-0.43149
0.78108,-0.39075
0.78118,-0.38526
0.78128,-0.39469
0.78138,-0.39325
0.78148,-0.36455
0.78158,-0.31452
0.78168,-0.27219
0.78178,-0.27506
0.78187,-0.34719
0.78197,-0.48424
0.78207,-0.65457
0.78217,-0.81465
0.78227,-0.92824
0.78237,-0.97876
0.78247,-0.97157
0.78257,-0.9289
0.78267,-0.88081
0.78277,-0.85491
0.78287,-0.86727
0.78297,-0.91632
0.78307,-0.98303
0.78316,-1.0394
0.78326,-1.0612
0.78336,-1.0369
0.78346,-0.97071
0.78356,-0.87854
0.78366,-0.77762
0.78376,-0.67422
0.78386,-0.55926
0.78396,-0.41625
0.78406,-0.23647
0.78416,-0.03059
0.78426,0.1715
0.78436,0.33246
0.78445,0.42375
0.78455,0.43814
0.78465,0.39375
0.78475,0.32759
0.78485,0.27963
0.78495,0.2747
0.78505,0.31247
0.78515,0.37051
0.78525,0.41659
0.78535,0.42239
0.78545,0.37308
0.78555,0.27117
0.78564,0.13506
0.78574,-0.0068106
0.78584,-0.1245
0.78594,-0.19456
0.78604,-0.20438
0.78614,-0.15299
0.78624,-0.050787
0.78634,0.082036
0.78644,0.22208
0.78654,0.35449
0.78664,0.48199
0.78673,0.62217
0.78683,0.79351
0.78693,0.99969
0.78703,1.2218
0.78713,1.4235
0.78723,1.566
0.78733,1.626
0.78743,1.6035
0.78753,1.5172
0.78763,1.392
0.78773,1.2484
0.78783,1.0996
0.78792,0.9572
0.78802,0.83868
0.78812,0.76592
0.78822,0.75326
0.78832,0.79798
0.78842,0.88395
0.78852,0.99453
0.78862,1.1211
0.78872,1.2597
0.78882,1.3999
0.78892,1.5179
0.78902,1.5789
0.78912,1.5477
0.78921,1.4019
0.78931,1.1439
0.78941,0.80468
0.78951,0.43791
0.78961,0.10657
0.78971,-0.13401
0.78981,-0.25246
0.78991,-0.25129
0.79001,-0.16329
0.79011,-0.03263
0.79021,0.10997
0.79031,0.26004
0.79041,0.43125
0.7905,0.63535
0.7906,0.86807
0.7907,1.1094
0.7908,1.3333
0.7909,1.5171
0.791,1.6465
0.7911,1.7175
0.7912,1.7358
0.7913,1.7171
0.7914,1.6842
0.7915,1.6627
0.7916,1.6771
0.79169,1.746
0.79179,1.8754
0.79189,2.0521
0.79199,2.2448
0.79209,2.4156
0.79219,2.5367
0.79229,2.6027
0.79239,2.6271
0.79249,2.6283
0.79259,2.6151
0.79269,2.5823
0.79278,2.5166
0.79288,2.406
0.79298,2.2463
0.79308,2.0426
0.79318,1.8048
0.79328,1.5402
0.79338,1.251
0.79348,0.93866
0.79358,0.61406
0.79368,0.30275
0.79378,0.04151
0.79388,-0.13394
0.79398,-0.20197
0.79407,-0.16195
0.79417,-0.034284
0.79427,0.1445
0.79437,0.32995
0.79447,0.47948
0.79457,0.56082
0.79467,0.5559
0.79477,0.46047
0.79487,0.28317
0.79497,0.045688
0.79507,-0.21999
0.79517,-0.4795
0.79526,-0.70484
0.79536,-0.87875
0.79546,-0.99323
0.79556,-1.0459
0.79566,-1.0392
0.79576,-0.98222
0.79586,-0.89147
0.79596,-0.78503
0.79606,-0.67579
0.79616,-0.56782
0.79626,-0.45759
0.79636,-0.3389
0.79646,-0.20838
0.79655,-0.067844
0.79665,0.0767
0.79675,0.21767
0.79685,0.34988
0.79695,0.47602
0.79705,0.60886
0.79715,0.76528
0.79725,0.95602
0.79735,1.1811
0.79745,1.4343
0.79755,1.7116
0.79765,2.0121
0.79775,2.3329
0.79784,2.6622
0.79794,2.98
0.79804,3.2625
0.79814,3.4883
0.79824,3.6413
0.79834,3.7135
0.79844,3.7047
0.79854,3.6212
0.79864,3.4716
0.79874,3.2669
0.79884,3.0236
0.79893,2.7636
0.79903,2.51
0.79913,2.284
0.79923,2.1025
0.79933,1.9755
0.79943,1.9048
0.79953,1.8838
0.79963,1.8999
0.79973,1.9375
0.79983,1.9815
0.79993,2.0193
0.80003,2.0404
0.80012,2.0364
0.80022,2.0016
0.80032,1.9347
0.80042,1.8384
0.80052,1.7169
0.80062,1.5739
0.80072,1.4134
0.80082,1.2387
0.80092,1.0491
0.80102,0.83713
0.80112,0.59153
0.80122,0.30617
0.80131,-0.014798
0.80141,-0.36002
0.80151,-0.71977
0.80161,-1.0912
0.80171,-1.4741
0.80181,-1.8611
0.80191,-2.2304
0.80201,-2.5465
0.80211,-2.7699
0.80221,-2.8689
0.80231,-2.8266
0.80241,-2.6448
0.80251,-2.3445
0.80261,-1.9624
0.8027,-1.5451
0.8028,-1.1377
0.8029,-0.77173
0.803,-0.4569
0.8031,-0.18109
0.8032,0.079072
0.8033,0.34036
0.8034,0.59494
0.8035,0.80616
0.8036,0.92604
0.8037,0.92599
0.8038,0.82055
0.80389,0.66879
0.80399,0.55164
0.80409,0.53694
0.80419,0.64982
0.80429,0.86281
0.80439,1.1093
0.80449,1.3115
0.80459,1.4086
0.80469,1.374
0.80479,1.218
0.80489,0.97581
0.80498,0.68967
0.80508,0.39518
0.80518,0.11804
0.80528,-0.12315
0.80538,-0.31413
0.80548,-0.44435
0.80558,-0.50712
0.80568,-0.50054
0.80578,-0.42814
0.80588,-0.2966
0.80598,-0.11085
0.80608,0.129
0.80617,0.42562
0.80627,0.7788
0.80637,1.1814
0.80647,1.6195
0.80657,2.0749
0.80667,2.5261
0.80677,2.9492
0.80687,3.3224
0.80697,3.6322
0.80707,3.8764
0.80717,4.0598
0.80727,4.1859
0.80737,4.2535
0.80746,4.2619
0.80756,4.2195
0.80766,4.1456
0.80776,4.063
0.80786,3.988
0.80796,3.9246
0.80806,3.865
0.80816,3.7918
0.80826,3.6878
0.80836,3.5534
0.80846,3.4183
0.80856,3.3307
0.80866,3.3323
0.80875,3.4421
0.80885,3.6569
0.80895,3.9583
0.80905,4.3153
0.80915,4.6851
0.80925,5.0188
0.80935,5.273
0.80945,5.4225
0.80955,5.4676
0.80965,5.4307
0.80975,5.3398
0.80985,5.2126
0.80995,5.0499
0.81004,4.8456
0.81014,4.6019
0.81024,4.3395
0.81034,4.0941
0.81044,3.9024
0.81054,3.7863
0.81064,3.7447
0.81074,3.7578
0.81084,3.7991
0.81094,3.846
0.81104,3.8857
0.81114,3.9152
0.81123,3.9412
0.81133,3.9788
0.81143,4.0435
0.81153,4.1385
0.81163,4.2498
0.81173,4.3551
0.81183,4.4445
0.81193,4.5302
0.81203,4.6366
0.81213,4.7778
0.81223,4.9441
0.81232,5.1086
0.81242,5.2431
0.81252,5.3293
0.81262,5.36
0.81272,5.3394
0.81282,5.2844
0.81292,5.221
0.81302,5.1723
0.81312,5.1441
0.81322,5.1205
0.81332,5.0734
0.81342,4.9777
0.81351,4.8214
0.81361,4.6059
0.81371,4.3392
0.81381,4.0303
0.81391,3.6869
0.81401,3.3169
0.81411,2.9281
0.81421,2.5263
0.81431,2.1134
0.81441,1.6881
0.81451,1.2519
0.81461,0.81624
0.81471,0.40449
0.81481,0.043703
0.8149,-0.24942
0.815,-0.48038
0.8151,-0.67835
0.8152,-0.88506
0.8153,-1.1379
0.8154,-1.4575
0.8155,-1.8442
0.8156,-2.2784
0.8157,-2.7219
0.8158,-3.1244
0.8159,-3.438
0.816,-3.6343
0.81609,-3.7141
0.81619,-3.7032
0.81629,-3.6365
0.81639,-3.537
0.81649,-3.4069
0.81659,-3.2323
0.81669,-2.9969
0.81679,-2.6941
0.81689,-2.3316
0.81699,-1.932
0.81709,-1.5263
0.81719,-1.1402
0.81728,-0.78052
0.81738,-0.43392
0.81748,-0.082148
0.81758,0.28179
0.81768,0.64784
0.81778,0.99164
0.81788,1.2801
0.81798,1.4797
0.81808,1.5692
0.81818,1.5508
0.81828,1.4541
0.81837,1.3244
0.81847,1.203
0.81857,1.1133
0.81867,1.0627
0.81877,1.0525
0.81887,1.083
0.81897,1.1473
0.81907,1.2225
0.81917,1.2694
0.81927,1.2442
0.81937,1.1149
0.81947,0.87479
0.81957,0.54611
0.81966,0.17262
0.81976,-0.19569
0.81986,-0.51873
0.81996,-0.77543
0.82006,-0.96366
0.82016,-1.095
0.82026,-1.1892
0.82036,-1.2685
0.82046,-1.3516
0.82056,-1.4502
0.82066,-1.5681
0.82076,-1.7016
0.82086,-1.8412
0.82095,-1.9739
0.82105,-2.0849
0.82115,-2.1559
0.82125,-2.1642
0.82135,-2.0856
0.82145,-1.9027
0.82155,-1.6128
0.82165,-1.2314
0.82175,-0.79147
0.82185,-0.33787
0.82195,0.080592
0.82205,0.4198
0.82214,0.64741
0.82224,0.74761
0.82234,0.72428
0.82244,0.60178
0.82254,0.42187
0.82264,0.23644
0.82274,0.096868
0.82284,0.040638
0.82294,0.080095
0.82304,0.20018
0.82314,0.36717
0.82324,0.54305
0.82334,0.69794
0.82343,0.81658
0.82353,0.90024
0.82363,0.9667
0.82373,1.047
0.82383,1.1772
0.82393,1.3884
0.82403,1.6989
0.82413,2.1121
0.82423,2.6158
0.82433,3.1831
0.82443,3.7775
0.82452,4.3601
0.82462,4.893
0.82472,5.341
0.82482,5.6765
0.82492,5.8879
0.82502,5.9856
0.82512,5.9989
0.82522,5.9674
0.82532,5.9336
0.82542,5.935
0.82552,5.9933
0.82562,6.1034
0.82571,6.2317
0.82581,6.3289
0.82591,6.3509
0.82601,6.274
0.82611,6.0967
0.82621,5.8298
0.82631,5.4845
0.82641,5.0675
0.82651,4.5839
0.82661,4.0444
0.82671,3.4695
0.82681,2.8903
0.82691,2.3478
0.827,1.8886
0.8271,1.554
0.8272,1.3646
0.8273,1.309
0.8274,1.3461
0.8275,1.4213
0.8276,1.4857
0.8277,1.5083
0.8278,1.4782
0.8279,1.3994
0.828,1.2851
0.8281,1.1508
0.8282,1.0051
0.82829,0.84576
0.82839,0.66263
0.82849,0.44755
0.82859,0.20255
0.82869,-0.056824
0.82879,-0.30252
0.82889,-0.49835
0.82899,-0.60713
0.82909,-0.59899
0.82919,-0.458
0.82929,-0.18525
0.82939,0.20199
0.82948,0.67333
0.82958,1.1904
0.82968,1.7146
0.82978,2.215
0.82988,2.672
0.82998,3.075
0.83008,3.4163
0.83018,3.6862
0.83028,3.8738
0.83038,3.9767
0.83048,4.0096
0.83057,4.0047
0.83067,4.0013
0.83077,4.0317
0.83087,4.1101
0.83097,4.2293
0.83107,4.366
0.83117,4.4913
0.83127,4.5801
0.83137,4.6132
0.83147,4.5757
0.83157,4.4567
0.83167,4.2516
0.83176,3.9627
0.83186,3.5969
0.83196,3.1648
0.83206,2.6827
0.83216,2.1785
0.83226,1.6917
0.83236,1.266
0.83246,0.93768
0.83256,0.72769
0.83266,0.63769
0.83276,0.64981
0.83286,0.72961
0.83296,0.83222
0.83305,0.9104
0.83315,0.92426
0.83325,0.85208
0.83335,0.69605
0.83345,0.47675
0.83355,0.22038
0.83365,-0.050444
0.83375,-0.31666
0.83385,-0.55848
0.83395,-0.7545
0.83405,-0.88587
0.83415,-0.94054
0.83425,-0.91414
0.83434,-0.80869
0.83444,-0.63129
0.83454,-0.39306
0.83464,-0.10806
0.83474,0.20831
0.83484,0.54151
0.83494,0.87972
0.83504,1.2152
0.83514,1.544
0.83524,1.8624
0.83534,2.161
0.83544,2.4228
0.83553,2.6303
0.83563,2.775
0.83573,2.8597
0.83583,2.895
0.83593,2.8968
0.83603,2.8863
0.83613,2.8919
0.83623,2.9479
0.83633,3.0835
0.83643,3.305
0.83653,3.5841
0.83663,3.8637
0.83673,4.0797
0.83682,4.1858
0.83692,4.1668
0.83702,4.0348
0.83712,3.8137
0.83722,3.5245
0.83732,3.1815
0.83742,2.7949
0.83752,2.3725
0.83762,1.9155
0.83772,1.416
0.83782,0.85936
0.83791,0.23181
0.83801,-0.47059
0.83811,-1.2339
0.83821,-2.0225
0.83831,-2.7829
0.83841,-3.4549
0.83851,-3.9869
0.83861,-4.3499
0.83871,-4.5417
0.83881,-4.582
0.83891,-4.4983
0.83901,-4.3124
0.8391,-4.0351
0.8392,-3.6725
0.8393,-3.2376
0.8394,-2.7557
0.8395,-2.2629
0.8396,-1.8008
0.8397,-1.4078
0.8398,-1.1095
0.8399,-0.91181
0.84,-0.80523
0.8401,-0.77603
0.8402,-0.81124
0.8403,-0.89339
0.8404,-0.99237
0.84049,-1.0654
0.84059,-1.0686
0.84069,-0.97431
0.84079,-0.78302
0.84089,-0.52175
0.84099,-0.22979
0.84109,0.056139
0.84119,0.30908
0.84129,0.51258
0.84139,0.65932
0.84149,0.75036
0.84159,0.79552
0.84168,0.81247
0.84178,0.82092
0.84188,0.83391
0.84198,0.85349
0.84208,0.87469
0.84218,0.89309
0.84228,0.90879
0.84238,0.92572
0.84248,0.95048
0.84258,0.99227
0.84268,1.0611
0.84278,1.1613
0.84287,1.2841
0.84297,1.4021
0.84307,1.4717
0.84317,1.4431
0.84327,1.2788
0.84337,0.971
0.84347,0.54715
0.84357,0.062198
0.84367,-0.42036
0.84377,-0.84783
0.84387,-1.1863
0.84396,-1.414
0.84406,-1.5126
0.84416,-1.4696
0.84426,-1.2902
0.84436,-1.0049
0.84446,-0.6613
0.84456,-0.3081
0.84466,0.018479
0.84476,0.29751
0.84486,0.51823
0.84496,0.67415
0.84506,0.76265
0.84516,0.7887
0.84525,0.76581
0.84535,0.71077
0.84545,0.63692
0.84555,0.55186
0.84565,0.4603
0.84575,0.36885
0.84585,0.28855
0.84595,0.23195
0.84605,0.20636
0.84615,0.20913
0.84625,0.23002
0.84635,0.25902
0.84645,0.29256
0.84654,0.33277
0.84664,0.38133
0.84674,0.43481
0.84684,0.4861
0.84694,0.5301
0.84704,0.56803
0.84714,0.60609
0.84724,0.64819
0.84734,0.68688
0.84744,0.69994
0.84754,0.65797
0.84764,0.54
0.84773,0.34674
0.84783,0.10277
0.84793,-0.15359
0.84803,-0.38635
0.84813,-0.57444
0.84823,-0.71536
0.84833,-0.82068
0.84843,-0.907
0.84853,-0.98718
0.84863,-1.0674
0.84873,-1.1509
0.84883,-1.2421
0.84893,-1.3429
0.84902,-1.4462
0.84912,-1.5362
0.84922,-1.5943
0.84932,-1.6074
0.84942,-1.5709
0.84952,-1.4865
0.84962,-1.3573
0.84972,-1.1826
0.84982,-0.95676
0.84992,-0.67367
0.85002,-0.33262
0.85011,0.059294
0.85021,0.48852
0.85031,0.93866
0.85041,1.3939
0.85051,1.84
0.85061,2.2645
0.85071,2.6594
0.85081,3.0237
0.85091,3.3593
0.85101,3.6589
0.85111,3.8972
0.85121,4.0368
0.8513,4.0453
0.8514,3.9103
0.8515,3.6456
0.8516,3.2856
0.8517,2.8751
0.8518,2.4575
0.8519,2.0682
0.852,1.7334
0.8521,1.4723
0.8522,1.2969
0.8523,1.2073
0.8524,1.184
0.8525,1.1855
0.85259,1.1571
0.85269,1.0502
0.85279,0.84167
0.85289,0.54366
0.85299,0.19779
0.85309,-0.14246
0.85319,-0.42952
0.85329,-0.63105
0.85339,-0.72979
0.85349,-0.71922
0.85359,-0.6014
0.85369,-0.3889
0.85379,-0.10581
0.85388,0.21776
0.85398,0.55532
0.85408,0.89129
0.85418,1.2211
0.85428,1.544
0.85438,1.8527
0.85448,2.1287
0.85458,2.3448
0.85468,2.4749
0.85478,2.5049
0.85488,2.4369
0.85498,2.2845
0.85507,2.066
0.85517,1.7997
0.85527,1.5041
0.85537,1.1975
0.85547,0.8938
0.85557,0.5989
0.85567,0.30952
0.85577,0.019133
0.85587,-0.27364
0.85597,-0.5606
0.85607,-0.82697
0.85616,-1.0591
0.85626,-1.2526
0.85636,-1.4186
0.85646,-1.5826
0.85656,-1.7751
0.85666,-2.0157
0.85676,-2.2985
0.85686,-2.59
0.85696,-2.8415
0.85706,-3.0094
0.85716,-3.0699
0.85726,-3.021
0.85735,-2.8751
0.85745,-2.6541
0.85755,-2.3895
0.85765,-2.1226
0.85775,-1.9003
0.85785,-1.7631
0.85795,-1.7287
0.85805,-1.7807
0.85815,-1.8715
0.85825,-1.9409
0.85835,-1.9392
0.85845,-1.8428
0.85855,-1.6581
0.85864,-1.4144
0.85874,-1.1521
0.85884,-0.90994
0.85894,-0.71837
0.85904,-0.59868
0.85914,-0.56415
0.85924,-0.61981
0.85934,-0.76105
0.85944,-0.97245
0.85954,-1.228
0.85964,-1.4924
0.85974,-1.7241
0.85984,-1.8794
0.85993,-1.92
0.86003,-1.8189
0.86013,-1.5663
0.86023,-1.1699
0.86033,-0.65334
0.86043,-0.051863
0.86053,0.59429
0.86063,1.2457
0.86073,1.8654
0.86083,2.417
0.86093,2.8641
0.86103,3.1752
0.86112,3.3307
0.86122,3.3253
0.86132,3.1632
0.86142,2.8542
0.86152,2.4125
0.86162,1.8588
0.86172,1.2231
0.86182,0.54636
0.86192,-0.12126
0.86202,-0.72755
0.86212,-1.2284
0.86222,-1.5984
0.86232,-1.8362
0.86241,-1.9596
0.86251,-1.9952
0.86261,-1.9696
0.86271,-1.9065
0.86281,-1.8256
0.86291,-1.7428
0.86301,-1.6673
0.86311,-1.6011
0.86321,-1.5422
0.86331,-1.4887
0.86341,-1.4386
0.8635,-1.3908
0.8636,-1.347
0.8637,-1.3157
0.8638,-1.3111
0.8639,-1.3432
0.864,-1.4055
0.8641,-1.4706
0.8642,-1.4996
0.8643,-1.4592
0.8644,-1.3353
0.8645,-1.1351
0.8646,-0.88058
0.86469,-0.60141
0.86479,-0.32822
0.86489,-0.086299
0.86499,0.11043
0.86509,0.26172
0.86519,0.3788
0.86529,0.48045
0.86539,0.58968
0.86549,0.73018
0.86559,0.92124
0.86569,1.1715
0.86579,1.4746
0.86589,1.8086
0.86599,2.1411
0.86608,2.4381
0.86618,2.6732
0.86628,2.8322
0.86638,2.9119
0.86648,2.9159
0.86658,2.8481
0.86668,2.709
0.86678,2.4956
0.86688,2.2055
0.86698,1.8416
0.86708,1.4163
0.86718,0.95778
0.86727,0.51333
0.86737,0.14403
0.86747,-0.09243
0.86757,-0.16061
0.86767,-0.059097
0.86777,0.1774
0.86787,0.48433
0.86797,0.7827
0.86807,1.0013
0.86817,1.0963
0.86827,1.0573
0.86837,0.89888
0.86846,0.6455
0.86856,0.32181
0.86866,-0.046886
0.86876,-0.42948
0.86886,-0.78945
0.86896,-1.0949
0.86906,-1.3319
0.86916,-1.5122
0.86926,-1.6674
0.86936,-1.8308
0.86946,-2.0144
0.86955,-2.1977
0.86965,-2.3375
0.86975,-2.3941
0.86985,-2.3519
0.86995,-2.2221
0.87005,-2.031
0.87015,-1.8086
0.87025,-1.5843
0.87035,-1.3836
0.87045,-1.2221
0.87055,-1.0979
0.87065,-0.98934
0.87074,-0.86368
0.87084,-0.69279
0.87094,-0.46641
0.87104,-0.19548
0.87114,0.092299
0.87124,0.35959
0.87134,0.56822
0.87144,0.68941
0.87154,0.71203
0.87164,0.64447
0.87174,0.51034
0.87184,0.34225
0.87194,0.17529
0.87204,0.038126
0.87213,-0.056416
0.87223,-0.11423
0.87233,-0.15184
0.87243,-0.18189
0.87253,-0.20282
0.87263,-0.1999
0.87273,-0.15568
0.87283,-0.061798
0.87293,0.076389
0.87303,0.24549
0.87313,0.43426
0.87323,0.6384
0.87332,0.85687
0.87342,1.086
0.87352,1.3172
0.87362,1.538
0.87372,1.735
0.87382,1.8982
0.87392,2.0246
0.87402,2.1173
0.87412,2.1825
0.87422,2.2268
0.87432,2.2571
0.87442,2.2822
0.87452,2.3136
0.87461,2.3636
0.87471,2.44
0.87481,2.5393
0.87491,2.6422
0.87501,2.72
0.87511,2.749
0.87521,2.722
0.87531,2.6489
0.87541,2.5474
0.87551,2.4339
0.87561,2.3187
0.8757,2.2072
0.8758,2.1027
0.8759,2.0075
0.876,1.9193
0.8761,1.8284
0.8762,1.7209
0.8763,1.587
0.8764,1.4275
0.8765,1.2571
0.8766,1.1056
0.8767,1.0147
0.8768,1.0277
0.87689,1.1722
0.87699,1.4462
0.87709,1.8174
0.87719,2.2361
0.87729,2.6562
0.87739,3.0518
0.87749,3.4177
0.87759,3.7576
0.87769,4.0695
0.87779,4.3397
0.87789,4.5458
0.87799,4.6652
0.87809,4.6799
0.87818,4.5796
0.87828,4.365
0.87838,4.0525
0.87848,3.6753
0.87858,3.2764
0.87868,2.8958
0.87878,2.5587
0.87888,2.2693
0.87898,2.0178
0.87908,1.7948
0.87918,1.6059
0.87928,1.4723
0.87938,1.4206
0.87947,1.4661
0.87957,1.6012
0.87967,1.7936
0.87977,1.9963
0.87987,2.1653
0.87997,2.2727
0.88007,2.3134
0.88017,2.3036
0.88027,2.272
0.88037,2.2458
0.88047,2.2389
0.88057,2.251
0.88066,2.2756
0.88076,2.3069
0.88086,2.3393
0.88096,2.3625
0.88106,2.3608
0.88116,2.3166
0.88126,2.214
